ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Children,Total_Spend,Total_Purchases,Customer_Tenure_Days,Age_Band,Income_Band,Customer_Segment
1251701,1958,Graduation,Widow,19897.4,1,1,2014-06-03,61,0,1,835,0,0,21,1,3,1,0,8,0,0,1,0,0,0,0,Saudi Arabia,67,2,857,4,4244,60-69,Low,High Web Engagement
11989476,1969,Master,Together,6295.8,1,0,2013-11-26,23,0,0,16,3,1,0,2,2,0,0,7,0,0,0,0,0,0,0,Mexico,56,1,20,2,4433,50-59,Low,High Web Engagement
14781073,1983,Graduation,Single,76876.1,1,1,2014-06-29,75,90,0,31,0,0,176,3,3,3,0,5,0,0,0,0,0,0,0,Germany,42,2,297,6,4218,40-49,High,High Income
7398472,1962,Basic,Married,19369.4,1,1,2013-07-20,86,75,0,42,10,0,0,2,7,1,5,7,0,0,0,0,0,0,0,Canada,63,2,127,13,4562,60-69,Low,High Web Engagement
2806264,1978,Graduation,Married,83700.4,0,0,2014-04-10,99,364,20,220,17,0,96,1,12,6,6,1,0,0,0,1,0,1,0,India,47,0,717,24,4298,40-49,High,High Income
13147499,1980,Master,Married,13717.9,1,0,2012-10-12,36,788,0,28,68,6,0,1,2,2,3,7,0,0,0,0,0,0,0,Saudi Arabia,45,1,890,7,4843,40-49,Low,High Web Engagement
2807270,1978,Graduation,Single,6395.0,0,0,2014-01-17,99,81,2,46,5,3,15,1,9,1,3,6,0,0,0,0,0,0,0,Germany,47,0,152,13,4381,40-49,Low,High Web Engagement
5900953,1972,Master,Married,41234.1,1,1,2013-08-15,83,0,20,54,1,10,13,1,2,1,5,4,0,0,0,0,0,0,0,Mexico,53,2,98,8,4536,50-59,Mid,Family Customer
14313205,1978,PhD,Married,1730.0,1,1,2012-09-13,99,0,0,3,0,0,0,4,1,0,3,8,0,0,0,0,0,0,0,Canada,47,2,3,4,4872,40-49,Low,High Web Engagement
6060267,1994,Master,Divorced,24099.2,1,0,2013-11-23,98,0,0,16,11,0,4,3,4,1,4,5,0,0,0,0,0,1,0,Canada,31,1,31,9,4436,30-39,Low,Campaign Responder
3468217,1963,PhD,Married,49382.1,1,0,2014-03-30,90,0,0,14,0,5,0,1,2,0,1,8,0,0,0,0,0,0,0,Spain,62,1,19,3,4309,60-69,Mid,High Web Engagement
3363190,1960,Graduation,Together,36262.3,1,0,2014-04-10,19,0,18,217,115,0,217,3,6,6,6,7,0,0,0,0,0,0,0,Spain,65,1,567,18,4298,60-69,Mid,High Web Engagement
4443626,1963,Master,Together,90704.9,1,0,2013-06-17,0,352,43,60,36,21,54,1,10,3,7,5,0,0,1,0,0,0,0,Spain,62,1,566,20,4595,60-69,Very High,High Income
11878434,1957,Master,Together,21369.4,1,1,2014-04-20,99,0,0,52,2,22,11,1,1,0,4,8,0,0,0,0,0,0,0,Canada,68,2,87,5,4288,60-69,Low,High Web Engagement
7609963,1995,2n Cycle,Married,48252.9,1,1,2012-11-22,78,696,0,177,0,2,9,4,2,2,5,7,1,0,0,0,0,0,0,Spain,30,2,884,9,4802,30-39,Mid,High Web Engagement
10365212,1956,Graduation,Single,79577.2,1,0,2012-10-09,41,0,2,532,40,0,136,1,2,2,5,7,0,0,0,0,0,0,0,Spain,69,1,710,9,4846,60-69,High,High Income
7432989,1958,Master,Single,51053.0,1,1,2012-12-12,50,279,0,1116,173,27,74,2,6,3,4,7,0,1,0,0,0,1,0,Australia,67,2,1669,13,4782,60-69,Mid,High Spender
14029693,1976,2n Cycle,Married,79770.9,0,1,2012-09-28,55,832,2,165,153,17,73,1,10,11,4,3,0,0,0,0,0,0,0,India,49,1,1242,25,4857,40-49,High,High Income
16001534,1993,PhD,Single,53535.5,0,1,2014-06-25,63,1330,2,49,249,2,3,3,6,11,2,4,0,0,0,1,0,1,0,Saudi Arabia,32,1,1635,19,4222,30-39,Mid,High Spender
13875758,1982,Basic,Married,2417.6,1,0,2014-01-30,99,0,0,59,0,0,3,2,2,0,2,8,0,0,0,0,0,0,0,Spain,43,1,62,4,4368,40-49,Low,High Web Engagement
805901,1982,Graduation,Divorced,45864.8,0,0,2014-06-29,77,0,0,29,15,0,26,3,8,2,11,6,1,0,0,0,0,0,0,Spain,43,0,70,21,4218,40-49,Mid,High Web Engagement
12533133,1971,PhD,Married,111976.9,0,0,2013-03-04,92,861,24,427,36,91,27,1,6,2,6,0,0,0,0,0,0,0,0,Saudi Arabia,54,0,1466,14,4700,50-59,Very High,High Income
16772490,1961,Graduation,Married,3940.8,1,0,2012-09-22,99,0,0,53,3,0,0,3,2,0,3,7,0,0,0,0,0,0,0,Saudi Arabia,64,1,56,5,4863,60-69,Low,High Web Engagement
3633281,1968,Graduation,Together,57697.3,0,0,2013-12-31,73,22,4,83,6,102,117,0,5,2,6,5,0,0,0,0,0,0,0,Canada,57,0,334,13,4398,50-59,Mid,Standard Customer
1266242,1994,Master,Absurd,1730.0,1,1,2013-02-24,84,26,0,329,12,0,16,2,3,0,3,6,0,0,0,0,0,0,0,Spain,31,2,383,6,4708,30-39,Low,High Web Engagement
8943674,1951,Graduation,Married,79786.9,1,0,2013-08-11,22,265,4,64,32,11,38,0,3,4,10,7,0,0,1,0,0,0,0,Australia,74,1,414,17,4540,70+,High,High Income
9128515,1963,2n Cycle,Married,96328.9,0,0,2014-02-14,99,91,0,72,11,0,4,11,8,1,3,7,0,0,0,0,0,0,0,Spain,62,0,178,12,4353,60-69,Very High,High Income
3905356,1965,2n Cycle,Together,56257.4,0,0,2013-09-28,21,0,2,160,0,2,7,1,4,5,6,8,0,0,0,0,0,0,0,Canada,60,0,171,15,4492,60-69,Mid,High Web Engagement
6019648,1966,Graduation,Together,64635.3,0,1,2013-03-30,55,1156,3,559,114,22,23,1,4,2,1,8,0,0,0,1,0,1,0,USA,59,1,1877,7,4674,50-59,High,High Spender
6713743,1971,2n Cycle,Together,22451.3,0,0,2014-05-17,83,0,0,33,3,0,2,6,3,1,1,8,0,0,0,0,0,0,0,Canada,54,0,38,5,4261,50-59,Low,High Web Engagement
5137036,1983,2n Cycle,Single,12998.6,1,0,2013-09-19,99,31,0,168,10,0,0,1,1,1,4,8,0,0,0,0,0,0,0,Canada,42,1,209,6,4501,40-49,Low,High Web Engagement
15000365,1945,Graduation,Alone,99842.0,1,0,2012-11-08,72,175,32,200,41,115,89,1,5,6,10,6,1,0,0,0,0,1,0,Canada,80,1,652,21,4816,70+,Very High,High Income
5295817,1976,PhD,Divorced,56596.9,1,0,2013-06-30,99,266,0,26,6,0,0,3,3,1,6,7,0,0,0,0,0,0,0,Spain,49,1,298,10,4582,40-49,Mid,High Web Engagement
15492873,1946,Graduation,Together,105986.7,0,1,2012-12-26,91,1038,91,223,153,153,14,1,3,3,11,4,0,0,0,0,0,0,0,Saudi Arabia,79,1,1672,17,4768,70+,Very High,High Spender
7893051,1943,Master,Together,108146.8,0,0,2013-01-28,0,232,3,1145,22,57,32,1,7,3,6,2,0,0,0,1,0,0,0,Canada,82,0,1491,16,4735,70+,Very High,High Income
7899451,1961,Graduation,Together,50349.1,1,0,2014-06-29,13,2,0,24,6,11,0,1,2,8,3,5,0,0,0,0,0,0,0,USA,64,1,43,13,4218,60-69,Mid,Family Customer
7331065,1974,PhD,Single,61341.8,0,1,2014-01-06,60,161,0,1089,0,90,0,5,5,0,2,8,0,0,0,0,0,0,0,Spain,51,1,1340,7,4392,50-59,High,High Web Engagement
15983604,1980,Graduation,Together,110931.1,0,1,2013-05-28,68,179,122,1192,246,33,0,4,2,2,5,0,0,0,0,0,0,0,0,Spain,45,1,1772,9,4615,40-49,Very High,High Spender
10759431,1989,PhD,Married,35258.8,1,0,2013-05-09,43,11,1,39,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,USA,36,1,51,5,4634,30-39,Mid,Family Customer
16482568,1969,PhD,Divorced,27804.9,1,0,2013-02-14,99,0,3,149,0,2,30,6,6,0,9,8,0,0,0,0,0,0,0,Canada,56,1,184,15,4718,50-59,Low,High Web Engagement
16054777,1976,PhD,Single,77276.9,0,0,2014-03-25,97,1195,0,6,2,0,16,1,8,1,3,5,0,0,0,0,0,0,0,Saudi Arabia,49,0,1219,12,4314,40-49,High,High Income
14462292,1986,PhD,Widow,112877.8,0,0,2013-05-04,83,1052,25,226,148,15,86,1,11,1,13,0,0,0,0,0,0,0,0,Saudi Arabia,39,0,1552,25,4639,30-39,Very High,High Spender
10877980,1996,Graduation,Divorced,107637.0,0,1,2014-03-11,38,1110,7,1240,37,22,10,1,3,7,8,8,0,0,0,0,0,0,0,Saudi Arabia,29,1,2426,18,4328,18-29,Very High,High Spender
8316415,1968,PhD,Divorced,94064.0,0,0,2013-01-22,67,325,9,327,92,179,129,3,3,4,5,2,0,0,0,0,0,1,0,Saudi Arabia,57,0,1061,12,4741,50-59,Very High,High Income
2590654,1970,Basic,Together,8898.9,0,0,2013-09-27,88,582,0,9,3,5,9,1,2,2,3,6,0,0,0,0,0,0,0,Germany,55,0,608,7,4493,50-59,Low,High Web Engagement
9090909,1950,PhD,Together,64182.1,0,0,2014-03-31,99,0,0,61,120,8,22,4,1,7,9,0,0,0,0,0,0,0,0,USA,75,0,211,17,4308,70+,High,Standard Customer
1273169,1989,Graduation,Together,1730.0,1,1,2013-09-04,90,0,0,22,0,0,0,1,1,3,2,8,0,0,0,0,0,0,0,Australia,36,2,22,6,4516,30-39,Low,High Web Engagement
202448,1977,Master,YOLO,84121.4,0,1,2014-06-16,99,587,8,1148,259,91,44,1,5,2,3,3,0,0,0,0,0,1,0,Saudi Arabia,48,1,2137,10,4231,40-49,High,High Spender
9054894,1969,Basic,Single,30275.9,1,0,2013-02-11,47,231,0,176,12,1,68,1,2,0,1,1,0,0,0,0,0,0,0,Canada,56,1,488,3,4721,50-59,Mid,Family Customer
8869976,1983,2n Cycle,Single,1730.0,1,1,2012-11-11,70,0,0,13,0,0,20,2,1,0,3,8,0,0,0,0,0,0,0,Canada,42,2,33,4,4813,40-49,Low,High Web Engagement
6250859,1962,Graduation,Together,112028.4,0,0,2013-03-13,99,159,20,72,137,33,74,4,6,11,5,2,0,1,0,0,0,1,0,Canada,63,0,495,22,4691,60-69,Very High,High Income
373161,1978,2n Cycle,Married,24030.9,1,1,2014-04-09,99,11,0,1041,0,0,0,3,2,0,0,8,0,0,0,0,0,0,0,USA,47,2,1052,2,4299,40-49,Low,High Web Engagement
6752215,1965,Graduation,Married,66570.5,1,0,2014-06-29,94,62,13,26,0,0,17,0,4,0,8,8,0,0,0,1,0,0,0,Australia,60,1,118,12,4218,60-69,High,High Web Engagement
3960302,1977,PhD,Together,28829.5,1,0,2014-05-14,99,0,0,27,0,0,0,3,3,1,0,5,0,0,0,0,0,0,0,Saudi Arabia,48,1,27,4,4264,40-49,Mid,Family Customer
85296,1968,2n Cycle,Together,10953.5,1,1,2012-12-16,99,0,0,34,0,0,0,2,2,0,3,8,0,0,0,0,0,0,0,Spain,57,2,34,5,4778,50-59,Low,High Web Engagement
2383994,1994,Master,Married,1730.0,1,0,2014-06-03,99,0,0,47,10,0,7,2,3,0,0,8,0,0,0,0,0,0,0,Spain,31,1,64,3,4244,30-39,Low,High Web Engagement
7716801,1960,PhD,Together,111775.8,0,0,2014-01-30,77,0,39,179,35,98,96,3,12,1,7,5,0,0,0,0,0,0,0,Mexico,65,0,447,20,4368,60-69,Very High,High Income
14746325,1978,PhD,Divorced,71147.1,0,0,2013-04-03,40,102,40,377,157,29,50,1,9,3,5,2,0,0,0,1,0,0,0,Australia,47,0,755,17,4670,40-49,High,Standard Customer
1589061,1970,Master,Together,87816.3,0,1,2012-09-19,56,641,0,279,259,20,14,3,4,1,3,8,0,0,0,0,0,0,0,USA,55,1,1213,8,4866,50-59,Very High,High Income
7164832,1973,Graduation,Married,15752.2,1,1,2014-05-11,38,50,2,19,0,0,0,1,5,0,1,7,0,0,0,0,0,0,0,Spain,52,2,71,6,4267,50-59,Low,High Web Engagement
1515341,1949,Graduation,Single,49285.1,1,0,2014-05-29,99,103,18,66,9,2,10,2,5,4,6,4,0,0,0,0,0,0,0,Canada,76,1,208,15,4249,70+,Mid,Family Customer
11252573,1993,PhD,Married,51695.8,1,0,2014-03-07,19,0,0,40,0,0,9,1,4,0,6,8,0,0,0,0,0,0,0,USA,32,1,49,10,4332,30-39,Mid,High Web Engagement
6360957,1972,2n Cycle,Together,72793.1,1,0,2014-05-25,45,17,7,771,33,7,13,1,4,4,4,7,0,0,0,1,0,0,0,Germany,53,1,848,12,4253,50-59,High,High Web Engagement
16133872,1970,Graduation,Widow,37948.7,0,0,2012-10-27,18,0,0,214,19,25,10,1,3,5,0,3,0,0,0,0,0,0,0,Saudi Arabia,55,0,268,8,4828,50-59,Mid,Standard Customer
16423754,1968,Master,Married,68474.7,1,1,2014-01-26,80,589,0,308,92,0,0,2,10,3,3,6,0,0,0,0,0,0,0,Canada,57,2,989,16,4372,50-59,High,High Web Engagement
3552505,1968,Graduation,Married,81472.0,1,0,2013-06-02,99,1399,71,104,0,12,32,1,6,1,4,3,0,0,0,0,0,0,0,Spain,57,1,1618,11,4610,50-59,High,High Spender
15236808,1972,PhD,Together,45065.0,0,1,2014-06-19,61,264,7,36,4,37,0,3,4,1,3,8,0,0,0,0,0,0,0,USA,53,1,348,8,4228,50-59,Mid,High Web Engagement
441875,1953,Master,Married,87964.4,0,0,2014-06-07,19,0,2,869,19,2,108,2,2,3,4,7,0,0,0,0,0,0,0,Spain,72,0,1000,9,4240,70+,Very High,High Income
15160358,1973,Master,Single,59784.2,1,0,2013-07-28,99,160,1,174,259,0,3,3,1,1,1,7,0,0,0,0,0,0,0,Saudi Arabia,52,1,597,3,4554,50-59,High,High Web Engagement
982694,1970,Basic,Together,61495.8,0,0,2012-08-18,69,129,22,1032,259,0,0,1,2,0,7,8,0,0,0,0,0,0,0,Spain,55,0,1442,9,4898,50-59,High,High Web Engagement
7591420,1966,Master,Married,58222.7,1,1,2014-06-29,70,0,0,136,8,0,37,1,5,1,4,5,0,0,0,0,0,0,0,Spain,59,2,181,10,4218,50-59,Mid,Family Customer
1324885,1946,2n Cycle,Married,46316.0,1,2,2014-04-12,94,0,27,0,0,0,29,3,1,4,2,7,0,0,0,0,0,0,0,Saudi Arabia,79,3,56,7,4296,70+,Mid,High Web Engagement
15708028,1976,Graduation,Together,8005.4,1,0,2014-04-22,65,0,0,35,0,0,0,2,4,1,5,3,0,0,0,0,0,0,0,Spain,49,1,35,10,4286,40-49,Low,Family Customer
10952498,1973,Basic,Single,110335.5,0,0,2013-08-22,94,632,1,220,252,247,31,4,4,3,5,5,0,0,1,0,0,0,0,Spain,52,0,1383,12,4529,50-59,Very High,High Income
3596057,1979,Graduation,Widow,58495.0,0,1,2014-06-29,41,85,0,5,0,4,0,4,3,1,1,8,0,0,0,0,0,1,0,Saudi Arabia,46,1,94,5,4218,40-49,High,Campaign Responder
4142776,1965,Graduation,Married,82247.8,0,0,2013-05-27,73,1088,91,147,68,28,78,4,5,3,5,5,0,0,0,0,0,0,0,Germany,60,0,1500,13,4616,60-69,High,High Income
12529652,1965,2n Cycle,Together,85532.2,0,0,2013-06-25,91,1168,135,175,136,28,61,7,5,4,5,3,0,0,0,0,0,0,0,Canada,60,0,1703,14,4587,60-69,High,High Spender
5631891,1945,Basic,Married,53782.5,1,0,2014-01-12,99,98,0,36,172,44,35,1,3,0,4,0,0,0,0,0,0,0,0,Spain,80,1,385,7,4386,70+,Mid,Family Customer
4423018,1962,Basic,Married,27832.7,1,0,2012-09-02,98,230,0,56,0,5,4,1,0,0,1,8,0,0,0,0,0,0,0,Spain,63,1,295,1,4883,60-69,Low,High Web Engagement
10934727,1985,Graduation,Single,13802.4,1,0,2014-05-01,90,77,0,4,0,34,0,3,2,3,0,3,0,0,0,0,0,0,0,Spain,40,1,115,5,4277,40-49,Low,Family Customer
15272559,1991,PhD,Divorced,48168.4,0,0,2014-06-07,99,0,0,113,23,0,1,1,11,7,5,5,0,0,0,0,0,0,0,India,34,0,137,23,4240,30-39,Mid,Standard Customer
6234815,1984,Graduation,Together,26946.4,1,1,2014-06-29,87,0,0,34,0,0,9,3,4,1,4,5,0,0,0,0,0,0,0,Canada,41,2,43,9,4218,40-49,Low,Family Customer
4009344,1986,2n Cycle,Together,87337.6,1,1,2013-10-10,18,467,9,412,259,1,56,1,9,5,5,6,0,0,0,0,0,1,0,Germany,39,2,1204,19,4480,30-39,Very High,High Income
4582700,1971,Graduation,Married,1730.0,1,0,2013-04-14,35,0,0,35,0,0,11,2,0,1,3,8,0,0,0,0,0,0,0,Spain,54,1,46,4,4659,50-59,Low,High Web Engagement
1998804,1988,Graduation,Married,52571.3,1,0,2013-03-17,94,0,0,34,66,0,57,1,1,0,3,8,0,0,0,1,0,0,0,Saudi Arabia,37,1,157,4,4687,30-39,Mid,High Web Engagement
4534500,1975,2n Cycle,Single,20387.8,1,2,2013-05-15,93,557,0,31,198,7,10,0,5,0,4,8,0,0,0,0,0,0,0,Canada,50,3,803,9,4628,50-59,Low,High Web Engagement
3609919,1961,PhD,Alone,58828.3,1,0,2013-06-23,47,481,2,61,32,61,44,1,4,6,8,0,0,0,0,0,0,0,0,Spain,64,1,681,18,4589,60-69,High,Family Customer
9473998,1970,Graduation,Single,98018.8,0,0,2014-03-31,8,226,127,68,259,45,135,1,4,2,9,8,1,0,1,0,0,0,0,Germany,55,0,860,15,4308,50-59,Very High,High Income
1421183,1985,Graduation,Together,8350.4,1,1,2014-06-29,49,0,0,27,0,1,4,3,0,1,0,7,0,0,0,0,0,0,0,Spain,40,2,32,1,4218,40-49,Low,High Web Engagement
14890108,1971,2n Cycle,Married,15757.8,1,0,2013-02-27,96,0,14,297,2,0,0,3,3,0,1,7,0,0,0,0,0,0,0,Spain,54,1,313,4,4705,50-59,Low,High Web Engagement
11178076,1970,PhD,Married,15213.3,1,0,2012-10-10,57,55,0,30,0,0,0,4,3,0,6,5,0,0,0,0,0,0,0,India,55,1,85,9,4845,50-59,Low,Family Customer
260994,1961,Graduation,Single,21513.2,1,0,2014-04-16,89,181,0,35,0,0,16,2,2,2,5,6,0,0,0,0,0,0,0,Germany,64,1,232,9,4292,60-69,Low,High Web Engagement
2261799,1956,PhD,Together,66347.3,1,1,2013-10-01,98,339,19,19,54,0,36,5,1,1,4,7,0,0,0,0,0,1,0,USA,69,2,467,6,4489,60-69,High,Campaign Responder
1658385,1988,Graduation,Widow,96039.5,0,1,2014-05-11,18,31,26,190,63,3,123,3,6,8,8,3,0,0,0,0,0,0,0,Germany,37,1,436,22,4267,30-39,Very High,High Income
6536064,1990,Graduation,Married,40701.1,1,0,2014-05-21,14,0,0,54,8,1,15,2,5,0,0,6,0,0,0,0,0,0,0,India,35,1,78,5,4257,30-39,Mid,High Web Engagement
13933675,1963,Graduation,Married,106193.4,0,0,2013-05-03,52,799,79,205,122,167,19,1,9,2,5,4,1,0,0,0,0,0,0,USA,62,0,1391,16,4640,60-69,Very High,High Income
12265837,1967,PhD,Divorced,75169.4,0,0,2014-06-29,82,258,0,761,14,2,1,1,4,3,7,8,0,0,0,0,0,0,0,Spain,58,0,1036,14,4218,50-59,High,High Income
4796203,1965,PhD,Divorced,71179.4,1,0,2012-11-07,99,176,0,448,41,0,3,1,5,3,4,0,0,0,0,0,0,1,0,Canada,60,1,668,12,4817,60-69,High,Campaign Responder
2221856,1980,Master,Together,65997.7,0,1,2012-08-04,35,1284,0,324,33,147,61,5,2,0,10,7,1,0,0,0,0,0,0,Australia,45,1,1849,12,4912,40-49,High,High Spender
7351780,1991,Graduation,Together,81401.2,0,1,2013-10-12,52,0,0,103,0,0,18,1,5,0,3,8,0,0,0,0,0,0,0,USA,34,1,121,8,4478,30-39,High,High Income
10071707,1982,Basic,Married,1730.0,1,0,2013-09-04,86,0,0,0,4,2,0,2,1,1,2,7,0,0,0,0,0,0,0,Spain,43,1,6,4,4516,40-49,Low,High Web Engagement
9330811,1983,Graduation,Divorced,59968.9,1,0,2013-06-10,89,0,0,34,94,0,35,2,9,2,1,7,0,0,0,0,0,0,0,Spain,42,1,163,12,4602,40-49,High,High Web Engagement
5340517,1969,PhD,Divorced,44162.2,1,0,2013-11-07,80,228,0,8,0,5,3,2,3,0,3,7,0,0,0,0,0,1,0,Canada,56,1,244,6,4452,50-59,Mid,Campaign Responder
5197001,1957,Graduation,Married,50016.6,0,0,2012-12-22,57,655,4,198,0,0,0,2,3,5,3,0,0,0,0,0,0,0,0,Australia,68,0,857,11,4772,60-69,Mid,Standard Customer
16655116,1956,Master,Married,77647.8,0,0,2014-02-26,27,569,7,761,259,32,49,1,5,9,6,8,0,0,0,0,0,0,0,Spain,69,0,1677,20,4341,60-69,High,High Spender
2114479,1954,PhD,Married,76075.2,1,0,2013-10-16,3,386,57,212,27,0,21,1,2,2,5,5,0,0,0,0,0,0,0,Spain,71,1,703,9,4474,70+,High,High Income
13494618,1957,PhD,Together,97567.9,0,0,2013-04-22,22,244,57,1030,0,18,40,1,2,3,8,3,0,0,0,0,0,1,0,USA,68,0,1389,13,4651,60-69,Very High,High Income
8671677,1969,Master,Together,87234.3,0,1,2013-05-23,47,380,0,290,152,5,305,1,4,3,5,2,0,0,0,0,0,0,0,India,56,1,1132,12,4620,50-59,Very High,High Income
9544710,1975,PhD,Single,7070.1,1,0,2012-12-26,98,0,0,42,12,4,0,3,0,0,3,7,0,0,0,0,0,0,0,Germany,50,1,58,3,4768,50-59,Low,High Web Engagement
8563890,1945,Master,Widow,95975.0,0,1,2012-12-28,33,874,3,760,136,204,21,4,3,5,6,7,0,0,0,0,0,1,0,USA,80,1,1998,14,4766,70+,Very High,High Spender
9183105,1995,Graduation,Widow,44985.7,1,1,2013-01-20,88,0,27,635,3,0,12,1,3,0,11,8,0,0,0,0,0,0,0,Saudi Arabia,30,2,677,14,4743,30-39,Mid,High Web Engagement
16651705,1975,2n Cycle,Married,24983.3,1,1,2014-01-06,99,0,0,33,9,9,2,3,12,1,5,6,0,0,0,0,0,0,0,USA,50,2,53,18,4392,50-59,Low,High Web Engagement
14060881,1988,PhD,Single,94589.1,0,0,2014-04-11,99,1176,3,374,7,0,4,3,6,9,4,0,0,0,0,0,0,1,0,Saudi Arabia,37,0,1564,19,4297,30-39,Very High,High Spender
568071,1979,Master,Married,44676.3,1,1,2013-02-05,90,0,3,13,84,4,0,4,4,1,7,8,0,0,0,0,0,0,0,USA,46,2,104,12,4727,40-49,Mid,High Web Engagement
2819957,1960,PhD,Together,110273.2,0,0,2014-01-13,90,398,60,161,46,19,61,1,3,1,4,7,1,1,1,0,0,0,0,Spain,65,0,745,8,4385,60-69,Very High,High Income
16377757,1980,Master,Divorced,33223.4,1,1,2014-06-29,35,76,0,57,8,0,10,3,2,0,4,9,0,0,0,0,0,0,0,Canada,45,2,151,6,4218,40-49,Mid,High Web Engagement
167192,1954,Master,Together,62485.5,1,0,2012-12-19,90,195,0,936,39,131,43,4,8,4,9,4,0,0,0,1,0,0,0,Mexico,71,1,1344,21,4775,70+,High,Family Customer
8703455,1968,PhD,Together,21809.0,0,0,2013-05-27,77,0,0,795,9,0,0,1,3,3,11,6,0,0,0,0,0,0,0,Canada,57,0,804,17,4616,50-59,Low,High Web Engagement
10822456,1965,PhD,Widow,31283.5,0,0,2013-10-01,99,61,0,36,48,0,12,1,4,2,2,7,1,0,0,0,0,0,0,Saudi Arabia,60,0,157,8,4489,60-69,Mid,High Web Engagement
7433876,1947,2n Cycle,Single,97496.3,0,0,2014-04-23,20,253,47,181,8,167,26,2,13,3,5,3,0,0,0,0,0,0,0,Saudi Arabia,78,0,682,21,4285,70+,Very High,High Income
12095757,1952,Master,Single,26068.8,1,0,2012-12-04,78,16,51,33,0,0,8,1,2,1,1,5,1,0,0,0,0,0,0,Australia,73,1,108,4,4790,70+,Low,Family Customer
16386137,1965,Master,Married,80754.6,2,0,2014-06-08,26,23,0,1080,6,40,4,1,2,2,3,3,0,0,0,1,0,0,0,Canada,60,2,1153,7,4239,60-69,High,High Income
12056181,1992,Master,Divorced,74271.3,0,1,2014-06-29,63,129,0,38,0,7,10,2,3,1,9,7,1,0,0,0,0,0,0,Spain,33,1,184,13,4218,30-39,High,High Web Engagement
15155067,1971,Master,Single,106015.8,0,0,2012-12-10,80,1493,0,69,65,59,41,2,10,2,10,7,1,0,0,0,0,0,0,Spain,54,0,1727,22,4784,50-59,Very High,High Spender
11556300,1981,PhD,Married,39650.2,1,0,2013-05-21,99,0,0,60,71,19,0,1,11,0,0,7,0,0,0,0,0,0,0,USA,44,1,150,11,4622,40-49,Mid,High Web Engagement
12786252,1972,Graduation,Widow,90114.5,0,0,2013-07-22,80,317,92,153,16,18,61,2,7,0,5,5,0,0,0,0,0,0,0,Spain,53,0,657,12,4560,50-59,Very High,High Income
15383836,1952,Graduation,Together,97730.6,1,1,2014-03-18,84,191,48,189,259,179,56,1,1,4,5,4,0,0,0,1,0,0,0,Canada,73,2,922,10,4321,70+,Very High,High Income
8413410,1956,PhD,Divorced,102913.7,0,0,2013-07-05,26,370,109,333,33,4,58,2,1,2,9,0,0,0,0,1,0,0,0,Spain,69,0,907,12,4577,60-69,Very High,High Income
9653742,1972,Master,Married,30171.5,0,1,2012-12-13,99,0,63,1297,47,14,17,3,3,0,6,7,0,0,0,0,0,0,0,India,53,1,1438,9,4781,50-59,Mid,High Web Engagement
8148654,1943,Graduation,Single,98375.5,0,0,2014-04-10,25,883,7,771,98,34,57,1,9,10,5,4,1,0,1,0,0,0,0,Australia,82,0,1850,24,4298,70+,Very High,High Spender
14982501,1986,PhD,Divorced,60954.7,0,1,2013-03-24,22,237,0,69,10,0,11,1,4,3,5,4,0,0,0,0,0,0,0,Germany,39,1,327,12,4680,30-39,High,Family Customer
15915758,1984,Graduation,Single,49842.3,0,0,2013-07-12,83,286,0,300,90,1,45,1,3,4,9,3,0,0,0,0,0,1,0,Australia,41,0,722,16,4570,40-49,Mid,Campaign Responder
14730058,1945,Graduation,Married,2104.6,1,0,2013-06-14,7,0,0,32,0,0,3,2,2,0,2,7,0,0,0,0,0,0,0,Spain,80,1,35,4,4598,70+,Low,High Web Engagement
12995788,1987,PhD,Single,48700.8,1,0,2014-06-29,39,0,0,65,0,4,75,3,2,1,3,7,0,0,0,0,0,0,0,Australia,38,1,144,6,4218,30-39,Mid,High Web Engagement
1315977,1957,Graduation,Alone,45223.7,1,0,2013-10-26,75,113,7,1116,49,12,67,1,3,0,9,6,0,0,0,0,0,0,0,Canada,68,1,1364,12,4464,60-69,Mid,High Web Engagement
2617777,1996,PhD,Married,7094.8,1,0,2012-07-31,28,0,0,57,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,India,29,1,57,3,4916,18-29,Low,Family Customer
7299592,1986,Master,Married,57963.3,1,0,2012-12-24,57,0,0,51,3,0,0,3,2,0,3,8,0,0,0,0,0,0,0,Spain,39,1,54,5,4770,30-39,Mid,High Web Engagement
8263301,1961,2n Cycle,Divorced,106521.1,0,0,2013-08-29,49,331,189,22,82,136,112,3,2,3,7,2,0,0,0,0,0,0,0,Spain,64,0,872,12,4522,60-69,Very High,High Income
13398029,1966,Master,Together,92319.0,0,0,2013-07-02,40,660,84,168,12,167,69,1,2,8,13,3,0,0,0,1,0,1,0,Canada,59,0,1160,23,4580,50-59,Very High,High Income
